text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
"THIS IS 100,000 POUNDS OF CANNABIS HEMP FLOWER #shorts #agriculture #far...",39418,False,False,True,False,T,T,T,F,T,['Marijuana'],,['CBD'],"['Marijuana (Cannabis, Weed, Pot)']",['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"I've been to Amsterdam, Barcelona, Ibiza and Madrid so far. Think Ibiza wins for best locally grown Cannabis. Toss up on a tie for hash between the Nepalese in Amsterdam and that half gram the girl eyeballed within a .02g difference.",39549,True,True,True,True,T,T,T,T,F,['Marijuana'],"['other', 'Marijuana']",['CBD'],['Marijuana'],"['fentanyl', 'delta-9-thc-cooh']","['fentanyl', 'delta-9-thc-cooh']",[],[],[]
"It seems relevant to point out that I left high school to go to college at 16 and when I went back to walk with my graduating class, SEVERAL people came up to tell me they had heard I'd died of a heroin overdose (I had never done drugs in my life)",39607,True,False,True,False,T,F,F,F,T,['other'],,['Heroin'],['other'],[],[],[],[],[]
Gossiping with qai is literally my daily dose of morphine,39613,False,True,True,True,F,F,T,F,T,['Morphine'],['Morphine'],['Morphine'],"['Morphine', 'other']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Meant to check up to see how you got along with Morphine (just curious, I don't care if someone dislikes what I like).
onlookers: the band, not drug lol",39698,False,False,False,False,F,F,T,T,T,['Morphine'],,"['Morphine', 'other']",['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Woonsocket denies clinical #cannabis dispensary, in latest snag for growth",39704,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],['Marijuana'],[],[],[],[],[]
I had my gall bladder removed in '07. There was a post-op mix up resulting in the nurses administering too much morphine and it was fucking fantastic.,39731,True,True,True,False,F,T,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
I was woken up this morning by my mom telling me to call off work and that hospice just left our house telling us that my grandmas not gonna be here much longer and started her on the morphine. Woke up to my worst nightmare,39770,False,False,False,False,F,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"So DMX died. Can we actually use his death to, Idk, bring light to addiction issues?? Cuz we haven't actually done that with any other celebrity to die of an overdose and there's been a lot.",39778,False,False,False,False,F,F,F,F,T,,['other'],['other'],,[],[],[],[],[]
You smoking crack my guy. There was no coup. There was fraud. To deny it is being at best intellectually dishonest and at worse straight up fucking lying..the history books will support it.,39798,False,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['Benzoylecgonine'],[],[],[],[],[]
#NowPlaying Angel Of Small Death & The Codeine Scene by Hozier ♫,40032,False,False,False,False,F,F,F,F,F,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['phencyclidine', 'codeine']","['phencyclidine', 'codeine']",['codeine'],['codeine'],['codeine']
"Let's see now, one protestor died from a drug overdose , 2 from heart attacks, one was murdered by a policeman, and a policeman died of a state secret.",40136,True,False,False,False,F,F,F,T,T,,,['other'],['other'],[],[],[],[],[]
"""The internet is saturated with it"" I need more. I need to write him 100 pages worth of bad fanfic on ao3. I need comics of him and Morgott in the sewers. I need to inject cloudycats' i will tell you of the sun directly into my bloodstream like pure heroin.",40185,False,True,True,True,T,T,T,T,T,['other'],['Heroin'],['other'],['other'],[],[],[],[],[]
baby i can't quit that lean put a ring around codeine 💍,40252,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I got a syrup addiction, Im in love wit codeine",40298,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Overdose @ 2104 Mac Arthur Rd

3 FD units responding.
3 PD units responding.",40324,False,False,False,True,T,F,F,F,T,,,['other'],,[],[],[],[],[]
They do crack at orgies conducted by radical right wing corrupt RepubliCONS. Ask cowthorn about it.  Now go back to school and get an education.  President Biden WON.  Everyone caught committing ELECTION FRAUD has been a REPUBLICON.,40378,True,False,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Then: Big gay bear artist.

Now:Big gay bear artist + legal drug dealer",40654,False,True,True,False,F,T,T,F,F,,,['other'],,[],[],[],[],[]
I gotta bitch for everyday of the week & I gotta brick for every crack on yo street,40668,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
Oh look the people responsible for banning cannabis in 1938 and all the cannabis related arrests and incarceration since then are the same people finding Dr. Oz's senate bid. The DuPont Family. Worst human beings who have ever lived. Ever. 😃,40807,False,False,False,False,F,F,F,F,T,['Marijuana'],,['Cannabis'],['Marijuana'],[],[],[],[],[]
"I'm a medical cannabis advocate, so I share my creations to encourage others to try the same thing I do. It's a lot cheaper when you make your own edibles and the effects last a lot longer than smoking or vaping.",40822,True,False,True,False,T,F,F,F,T,['Marijuana'],,"['delta‑9‑THC‑COOH', 'CBD']",['Marijuana'],[],[],[],[],[]
"He didn't overdose you bitch, his family confirmed that already",41016,False,False,False,False,F,F,F,T,T,,,['other'],,[],[],[],[],[]
"It's not a race thing. It's a class thing. I been lower middle class all my life, I'm not gonna ask money for a SIP of a drink. If we were friends, I'd buy you a drink for yourself out of kindness. That girl is delusional and likely never had to struggle financially.",41058,False,False,False,False,F,F,F,F,T,,,['other'],['other'],['fentanyl'],['fentanyl'],[],[],[]
"So! You're actually a confessed drug dealer & or connected????
Makes sense now!",41091,True,True,True,True,T,T,T,T,T,,,['other'],['other'],[],[],[],[],[]
Very much reminded me of the Dan press conferences. ALP have to win despite the press and LNP. Huge ask each time. But if they crack it the press will be dismembered.,41189,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"The way you're asking the question is like you're looking for a schedule for how long to get well. Doesn't matter what you're smoking - meth, heroin, crack, whatever - it's going to be physically, mentally and emotionally difficult, but it's worth it. Get help.",41219,False,False,True,True,F,F,F,T,T,"['other', 'Methamphetamine']","['other', 'Methamphetamine']",['other'],"['other', 'Methamphetamine']",['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
Nigga i be in the studio flexin sippin codeine headed in the right direction 🚀,41342,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"WTS/LFB PH EXO
📌 ON HAND AND READY TO SHIP
❌ Overdose (Kr Ver)  SOLD
still available,  Miracles in December (Kor Ver), The Power of Music

📌 PB + CD Only",41366,False,True,True,False,F,T,T,F,F,,,['other'],['other'],[],[],[],[],[]
I really don't feel good from the hospital last night they gave me morphine and it makes me feeling yucky right now,41476,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Defense: ""Dr. Baker, your initial autopsy report stated that Mr. Floyd had FATAL levels of drugs in his system which filled his lungs with water, tripling their weight. You also said that if you didn't know about the arrest, you would have assigned his death to drug overdose.""",41525,False,False,False,False,F,F,F,T,T,,,"['Fentanyl', 'other']",['other'],[],[],[],[],[]
I look like a part time drug dealer who's got no authority with the opps,41634,True,True,True,True,T,T,T,T,T,,['other'],['other'],['other'],[],[],[],[],[]
Right... But the prices need to chill out bc I just got happy that my tank filled under $30 IT NEEDS TO GO BACK DOWN TO $20,41685,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
You must be partying with Hunter Biden with all the crack your smoking,41718,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Why you pouring all that codeine in that Sprite , Why ❓",41721,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"My general surgeon ex-husband carefully explained to me that morphine titrated for pain, even if self-administered, and withdrawn down to non opioids once surgical shock went down and healing began virtually never resulted in addiction.",41770,False,False,False,False,F,F,F,F,T,"['Morphine', 'other']",,['Morphine'],['Morphine'],"['morphine', 'oxycodone']",['morphine'],['morphine'],"['hydrocodone', 'morphine']",['morphine']
"Remember to warm them up slowly, so they don't crack.",41784,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"Right? Fentanyl has been in the US for decades. It's prescribed a lot, including CHILDREN w/ cancer. It's called Actiq, this moron should know what he's talking about.",41919,False,False,False,False,F,F,F,F,F,['Fentanyl'],"['Fentanyl', 'other']",['Fentanyl'],['Fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
And the heroin was no more than 6 years ago. Since it was 2015 when you were actively doing heroin and meth.,41953,True,True,True,True,T,T,T,T,T,"['other', 'Methamphetamine']","['other', 'Methamphetamine']",['other'],"['other', 'Methamphetamine']",['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
"PC Alasdair FERRIE and PCSO Sherrie CRANSTONE attended Reading Crown Court last week for the sentencing of Edison ADEMAJ, who was imprisoned for 27 months for two cannabis factories spanning across two police forces. 
SGT WILLOUGHBY said' this reflects the hard work our PCSO's do",41978,False,False,False,False,T,F,F,F,T,['Marijuana'],,['other'],['Marijuana'],[],[],[],[],[]
In recovery from my inguinal hernia surgury. I have to stay over night here in Loja so the staff could keep tabs on me in the event there are any complications. Morphine is good shit.,42050,False,True,True,False,F,T,T,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],"['lsd', 'morphine']","['lsd', 'morphine']",['morphine'],['morphine'],['morphine']
i need me a little morphine myself after that episode…. #Euphoria #EuphoriaHBOMax,42101,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Tw: overdose

These swings are starting beat the hell outta me that I wanna take the rest of these pills and hibernate till it's hot....if I survive the overdose. 
(I won't do it but it's a small urge)",42143,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],['hydrocodone'],[],[],[],[]
Glad it went well. Morphine is ace. When i was on it I became convinced Nascar was the most interesting thing ever. That's a powerful drug.,42147,True,True,True,True,T,T,T,T,T,['Morphine'],"['Morphine', 'other']","['Morphine', 'other']","['Morphine', 'other']","['phencyclidine', 'morphine']","['phencyclidine', 'morphine']",['morphine'],['morphine'],['morphine']
Should crack down on the open drinking. That's just fuel for violence.,42371,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
THIS MV REALLY LEOT YOONGI'S FULL ON CRACK SELF AND I AM HERE FOR IT THIS MAN IS FUNNIEST MAN ON EARTH PLEASE,42453,False,False,True,True,F,F,F,T,T,['other'],,['other'],['other'],[],[],[],[],[]
It's gonna fuck me up if Isbell plays Codeine and Alabama Pines next Thursday,42540,False,True,True,True,F,T,F,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"205kg heroin haul in Gujarat: Importer from Amritsar arrested
205kg heroin haul in Gujarat: Importer from Amritsar arrested

 Source : ""Hindustan Times"" via Dailyhunt",42555,True,True,False,True,T,T,F,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"Floyd was killed by his own carelessness, recklessness and stupidity...Fentanyl overdose did him in.",42687,True,False,True,True,T,F,T,T,T,['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
eren doing heroin and i shake my phone so violently,42901,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['Morphine'],['hydromorphone'],[],[],['hydromorphone'],[]
"NDLEA nabs five with 4,580KG of codeine, Tramadol: Kunle Falayi A haul of codeine and Tramadol hidden in warehouses…",42945,True,True,False,False,T,T,F,T,T,"['other', 'Codeine']","['other', 'Codeine']","['Tramadol', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
You crack me up... This might get me to actually drink coke...!,42952,False,False,False,True,F,F,F,T,F,,,['other'],['other'],[],[],[],[],[]
"Last name Savage bitch, but no I'm not Randy
Hit her with no condom, had to make her eat a plan B
And I'm sippin' on that Codeine,not Brandy",43135,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Birds in the trap sing Brian McKnight. Percocet & codeine please don't take my life 🙏🏻,43141,True,True,True,True,T,T,T,T,T,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['codeine', 'oxycodone']",['codeine'],['codeine'],"['codeine', 'oxycodone']","['codeine', 'oxycodone']"
i'll send you some british ones like black tar heroin,43176,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],"['Heroin', 'other']",['fentanyl'],[],[],['fentanyl'],[]
"I pour up a four.......Its 4oz,which is 4 pounds, amount of codeine used to make lean.",43180,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Up, after fuck all sleep, because my left foot is being an absolute bastard again.
Fuck you, left foot!
Give me codeine, or give me death. ☠",43270,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
The heart didn't have enough oxygen. No heart attack. No overdose.  #DerekChauvinTrial,43302,False,False,False,False,F,F,F,F,T,,,['other'],,[],[],[],[],[]
